clsid,clsdesc,CLSAUTHOR,clsstartdate,clsversion,clsclasses
clsid9547,Codes related to State County Contract  for Human or Social  Services contracts,Caleb2,12/7/2015,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\index\SecondaryIndexSearcher.java
clsid9548,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb6,11/7/2015,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\IndexExpression.java
clsid9549,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb37,10/8/2015,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\Keyspace.java
clsid9550,Codes for Juvenile Justice (Youth Aids) services,Caleb13,9/8/2015,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\KeyspaceNotDefinedException.java
clsid9551,Codes related to County and Tribe Child Care services,Caleb6,6/4/2016,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\lifecycle\Helpers.java
clsid9552,Codes related to State County Contract  for Human or Social  Services contracts,Caleb1,5/5/2016,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\lifecycle\LifecycleTransaction.java
clsid9553,Codes for Juvenile Justice (Youth Aids) services,Caleb2,4/5/2016,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\lifecycle\SSTableIntervalTree.java
clsid9554,Used for the majority of grant programs processed in CORe,Caleb1,3/6/2016,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\lifecycle\Tracker.java
clsid9555,Codes related to other Child Care services,Caleb1,2/5/2016,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\lifecycle\View.java
clsid9556,Codes related to State County Contract  for Human or Social  Services contracts,Caleb2,1/6/2016,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\AbstractCompositeType.java
clsid9557,Codes for Juvenile Justice (Youth Aids) services,Caleb1,12/7/2015,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\AbstractType.java
clsid9558,Codes for Juvenile Justice (Youth Aids) services,Caleb1,11/7/2015,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\AsciiType.java
clsid9559,Used for the majority of grant programs processed in CORe,Caleb2,10/8/2015,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\BooleanType.java
clsid9560,Used for the majority of grant programs processed in CORe,Caleb1,9/8/2015,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\BytesType.java
clsid9561,Codes related to other Child Care services,Caleb47,6/4/2016,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\ByteType.java
clsid9562,Used for the majority of grant programs processed in CORe,Caleb26,5/5/2016,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\CollectionType.java
clsid9563,Codes for child support services,Caleb43,4/5/2016,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\ColumnToCollectionType.java
clsid9564,Codes for Juvenile Justice (Youth Aids) services,Caleb39,3/6/2016,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\CompositeType.java
clsid9565,Codes related to County and Tribe Child Care services,Caleb25,2/5/2016,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\CounterColumnType.java
clsid9566,Codes related to County and Tribe Child Care services,Caleb42,1/6/2016,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\DateType.java
clsid9567,Codes related to County and Tribe Child Care services,Caleb18,12/7/2015,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\DecimalType.java
clsid9568,Codes for child support services,Caleb1,11/7/2015,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\DoubleType.java
clsid9569,Codes for Juvenile Justice (Youth Aids) services,Caleb2,10/8/2015,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\DynamicCompositeType.java
clsid9570,Codes related to County and Tribe Child Care services,Caleb18,9/8/2015,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\EmptyType.java
clsid9571,Codes for Juvenile Justice (Youth Aids) services,Caleb2,6/4/2016,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\FloatType.java
clsid9572,Codes related to other Child Care services,Caleb2,5/5/2016,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\FrozenType.java
clsid9573,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb1,4/5/2016,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\InetAddressType.java
clsid9574,Codes related to other Child Care services,Caleb19,3/6/2016,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\Int32Type.java
clsid9575,Codes for Juvenile Justice (Youth Aids) services,Caleb26,2/5/2016,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\IntegerType.java
clsid9576,Codes for Juvenile Justice (Youth Aids) services,Caleb1,1/6/2016,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\LexicalUUIDType.java
clsid9577,Codes for Juvenile Justice (Youth Aids) services,Caleb31,12/7/2015,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\ListType.java
clsid9578,Codes related to State County Contract  for Human or Social  Services contracts,Caleb2,11/7/2015,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\LocalByPartionerType.java
clsid9579,Codes for child support services,Caleb1,10/8/2015,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\LongType.java
clsid9580,Codes related to County and Tribe Child Care services,Caleb36,9/8/2015,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\MapType.java
clsid9581,Used for the majority of grant programs processed in CORe,Caleb45,6/4/2016,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\ReversedType.java
clsid9582,Codes related to County and Tribe Child Care services,Caleb1,5/5/2016,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\SetType.java
clsid9583,Codes related to other Child Care services,Caleb1,4/5/2016,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\ShortType.java
clsid9584,Codes related to other Child Care services,Caleb49,3/6/2016,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\SimpleDateType.java
clsid9585,Codes related to other Child Care services,Caleb19,2/5/2016,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\TimestampType.java
clsid9586,Codes related to State County Contract  for Human or Social  Services contracts,Caleb24,1/6/2016,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\TimeType.java
clsid9587,Codes related to County and Tribe Child Care services,Caleb2,12/7/2015,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\TimeUUIDType.java
clsid9588,Used for the majority of grant programs processed in CORe,Caleb1,11/7/2015,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\TupleType.java
clsid9589,Codes for child support services,Caleb17,10/8/2015,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\TypeParser.java
clsid9590,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb1,9/8/2015,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\UserType.java
clsid9591,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb2,6/4/2016,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\UTF8Type.java
clsid9592,Codes related to other Child Care services,Caleb32,5/5/2016,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\UUIDType.java
clsid9593,Codes for Juvenile Justice (Youth Aids) services,Caleb1,4/5/2016,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\Memtable.java
clsid9594,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb42,3/6/2016,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\MigrationRequestVerbHandler.java
clsid9595,Used for the majority of grant programs processed in CORe,Caleb43,2/5/2016,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\Mutation.java
clsid9596,Used for the majority of grant programs processed in CORe,Caleb2,1/6/2016,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\MutationVerbHandler.java
clsid9597,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb1,12/7/2015,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\NativeCell.java
clsid9598,Codes related to other Child Care services,Caleb1,11/7/2015,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\NativeCounterCell.java
clsid9599,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb1,10/8/2015,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\NativeDecoratedKey.java
clsid9600,Codes related to other Child Care services,Caleb2,9/8/2015,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\NativeDeletedCell.java
clsid9601,Codes for Juvenile Justice (Youth Aids) services,Caleb1,6/4/2016,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\NativeExpiringCell.java
clsid9602,Codes related to other Child Care services,Caleb1,5/5/2016,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\OnDiskAtom.java
clsid9603,Codes related to other Child Care services,Caleb2,4/5/2016,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\PagedRangeCommand.java
clsid9604,Used for the majority of grant programs processed in CORe,Caleb2,3/6/2016,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\PreHashedDecoratedKey.java
clsid9605,Codes related to other Child Care services,Caleb30,2/5/2016,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\RangeSliceCommand.java
clsid9606,Codes for child support services,Caleb26,1/6/2016,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\RangeSliceReply.java
clsid9607,Codes for child support services,Caleb15,12/7/2015,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\RangeTombstone.java
clsid9608,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb2,11/7/2015,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\RangeTombstoneList.java
clsid9609,Codes related to other Child Care services,Caleb2,10/8/2015,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ReadCommand.java
clsid9610,Codes for Juvenile Justice (Youth Aids) services,Caleb2,9/8/2015,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ReadRepairVerbHandler.java
clsid9611,Codes related to State County Contract  for Human or Social  Services contracts,Caleb2,6/4/2016,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ReadResponse.java
clsid9612,Codes for child support services,Caleb2,5/5/2016,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ReadVerbHandler.java
clsid9613,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb1,4/5/2016,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\RetriedSliceFromReadCommand.java
clsid9614,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb2,3/6/2016,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\Row.java
clsid9615,Codes related to State County Contract  for Human or Social  Services contracts,Caleb1,2/5/2016,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\RowIndexEntry.java
clsid9616,Used for the majority of grant programs processed in CORe,Caleb1,1/6/2016,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\RowIteratorFactory.java
clsid9617,Codes for child support services,Caleb2,12/7/2015,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\RowPosition.java
clsid9618,Used for the majority of grant programs processed in CORe,Caleb2,11/7/2015,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\SchemaCheckVerbHandler.java
clsid9619,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb1,10/8/2015,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\SizeEstimatesRecorder.java
clsid9620,Codes related to State County Contract  for Human or Social  Services contracts,Caleb1,9/8/2015,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\SliceByNamesReadCommand.java
clsid9621,Codes related to County and Tribe Child Care services,Caleb1,6/4/2016,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\SliceFromReadCommand.java
clsid9622,Used for the majority of grant programs processed in CORe,Caleb21,5/5/2016,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\SnapshotCommand.java
clsid9623,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb2,4/5/2016,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\SnapshotDetailsTabularData.java
clsid9624,Used for the majority of grant programs processed in CORe,Caleb1,3/6/2016,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\SuperColumns.java
clsid9625,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb40,2/5/2016,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\SystemKeyspace.java
clsid9626,Codes related to other Child Care services,Caleb1,1/6/2016,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\TruncateResponse.java
clsid9627,Used for the majority of grant programs processed in CORe,Caleb15,12/7/2015,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\TruncateVerbHandler.java
clsid9628,Codes related to other Child Care services,Caleb8,11/7/2015,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\Truncation.java
clsid9629,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb2,10/8/2015,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\TypeSizes.java
clsid9630,Codes related to other Child Care services,Caleb22,9/8/2015,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\UnknownColumnFamilyException.java
clsid9631,Used for the majority of grant programs processed in CORe,Caleb1,6/4/2016,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\WindowsFailedSnapshotTracker.java
clsid9632,Codes related to State County Contract  for Human or Social  Services contracts,Caleb42,5/5/2016,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\WriteResponse.java
clsid9633,Codes related to State County Contract  for Human or Social  Services contracts,Caleb1,4/5/2016,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\WriteType.java
clsid9634,Codes for child support services,Caleb12,3/6/2016,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\dht\AbstractBounds.java
clsid9635,Codes related to County and Tribe Child Care services,Caleb31,2/5/2016,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\dht\BootStrapper.java
clsid9636,Codes related to State County Contract  for Human or Social  Services contracts,Caleb29,1/6/2016,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\dht\Bounds.java
clsid9637,Codes related to County and Tribe Child Care services,Caleb1,12/7/2015,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\dht\ByteOrderedPartitioner.java
clsid9638,Used for the majority of grant programs processed in CORe,Caleb2,11/7/2015,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\dht\ComparableObjectToken.java
clsid9639,Codes for Juvenile Justice (Youth Aids) services,Caleb32,10/8/2015,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\dht\ExcludingBounds.java
clsid9640,Used for the majority of grant programs processed in CORe,Caleb1,9/8/2015,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\dht\IncludingExcludingBounds.java
clsid9641,Codes for Juvenile Justice (Youth Aids) services,Caleb27,6/4/2016,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\dht\IPartitioner.java
clsid9642,Codes related to County and Tribe Child Care services,Caleb34,5/5/2016,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\dht\IPartitionerDependentSerializer.java
clsid9643,Codes related to State County Contract  for Human or Social  Services contracts,Caleb17,4/5/2016,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\dht\LocalPartitioner.java
clsid9644,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb2,3/6/2016,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\dht\Murmur3Partitioner.java
clsid9645,Codes related to State County Contract  for Human or Social  Services contracts,Caleb1,2/5/2016,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\dht\OrderPreservingPartitioner.java
clsid9646,Used for the majority of grant programs processed in CORe,Caleb1,1/6/2016,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\dht\RandomPartitioner.java
clsid9647,Codes for child support services,Caleb1,12/7/2015,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\dht\Range.java
clsid9648,Used for the majority of grant programs processed in CORe,Caleb2,11/7/2015,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\dht\RangeStreamer.java
clsid9649,Codes related to State County Contract  for Human or Social  Services contracts,Caleb2,10/8/2015,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\dht\RingPosition.java
clsid9650,Codes for child support services,Caleb1,9/8/2015,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\dht\StreamStateStore.java
