"CLASSNAME","DESCRIPTION","CREATEDBY","CREATEDON","VERSION","CLASSES"
"PCA7148","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2014-11-24","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\MemoryMappedSegment.java"
"PCA7149","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2014-11-24","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\PeriodicCommitLogService.java"
"PCA7150"," ","Caleb","2014-11-23","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\ReplayPosition.java"
"PCA7151","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2014-11-23","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\AbstractCompactedRow.java"
"PCA7152","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2014-11-23","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\AbstractCompactionIterable.java"
"PCA7153","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2014-11-23","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\AbstractCompactionStrategy.java"
"PCA7154","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2014-11-23","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\AbstractCompactionTask.java"
"PCA7155"," ","Alex","2014-11-23","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\CompactionController.java"
"PCA7156","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2014-11-23","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\CompactionHistoryTabularData.java"
"PCA7157","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2014-11-23","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\CompactionInfo.java"
"PCA7158","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2014-11-23","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\CompactionInterruptedException.java"
"PCA7159","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2014-11-23","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\CompactionIterable.java"
"PCA7160"," ","Alex","2014-11-23","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\CompactionManager.java"
"PCA7161","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2014-11-23","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\CompactionManagerMBean.java"
"PCA7162","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2014-11-22","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\CompactionTask.java"
"PCA7163","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2014-11-22","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\DateTieredCompactionStrategy.java"
"PCA7164","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2014-11-22","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\DateTieredCompactionStrategyOptions.java"
"PCA7165"," ","Caleb","2014-11-22","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\LazilyCompactedRow.java"
"PCA7166","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2014-11-22","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\LeveledCompactionStrategy.java"
"PCA7167","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2014-11-22","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\LeveledCompactionTask.java"
"PCA7168","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2014-11-22","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\LeveledManifest.java"
"PCA7169","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2014-11-22","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\OperationType.java"
"PCA7170"," ","Caleb","2014-11-22","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\Scrubber.java"
"PCA7171","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2014-11-22","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\SizeTieredCompactionStrategy.java"
"PCA7172","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2014-11-22","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\SizeTieredCompactionStrategyOptions.java"
"PCA7173","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2014-11-22","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\SSTableSplitter.java"
"PCA7174","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2014-11-21","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\Upgrader.java"
"PCA7175"," ","Alex","2014-11-21","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\Verifier.java"
"PCA7176","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2014-11-21","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\WrappingCompactionStrategy.java"
"PCA7177","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2014-11-21","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\writers\CompactionAwareWriter.java"
"PCA7178","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2014-11-21","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\writers\DefaultCompactionWriter.java"
"PCA7179","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2014-11-21","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\writers\MajorLeveledCompactionWriter.java"
"PCA7180"," ","Alex","2014-11-21","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\writers\MaxSSTableSizeWriter.java"
"PCA7181","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2014-11-21","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\compaction\writers\SplittingSizeTieredCompactionWriter.java"
"PCA7182","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2014-11-21","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\AbstractCellNameType.java"
"PCA7183","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2014-11-21","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\AbstractComposite.java"
"PCA7184","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2014-11-21","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\AbstractCompoundCellNameType.java"
"PCA7185"," ","Caleb","2014-11-21","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\AbstractCType.java"
"PCA7186","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2014-11-20","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\AbstractSimpleCellNameType.java"
"PCA7187","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2014-11-20","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\BoundedComposite.java"
"PCA7188","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2014-11-20","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\CBuilder.java"
"PCA7189","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2014-11-20","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\CellName.java"
"PCA7190"," ","Caleb","2014-11-20","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\CellNames.java"
"PCA7191","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2014-11-20","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\CellNameType.java"
"PCA7192","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2014-11-20","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\Composite.java"
"PCA7193","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2014-11-20","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\Composites.java"
"PCA7194","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2014-11-20","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\CompositesBuilder.java"
"PCA7195"," ","Alex","2014-11-20","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\CompoundComposite.java"
"PCA7196","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2014-11-20","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\CompoundCType.java"
"PCA7197","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2014-11-20","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\CompoundDenseCellName.java"
"PCA7198","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2014-11-19","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\CompoundDenseCellNameType.java"
"PCA7199","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2014-11-19","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\CompoundSparseCellName.java"
"PCA7200"," ","Alex","2014-11-19","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\CompoundSparseCellNameType.java"
"PCA7201","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2014-11-19","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\CType.java"
"PCA7202","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2014-11-19","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\SimpleComposite.java"
"PCA7203","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2014-11-19","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\SimpleCType.java"
"PCA7204","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2014-11-19","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\SimpleDenseCellName.java"
"PCA7205"," ","Caleb","2014-11-19","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\SimpleDenseCellNameType.java"
"PCA7206","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2014-11-19","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\SimpleSparseCellName.java"
"PCA7207","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2014-11-19","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\SimpleSparseCellNameType.java"
"PCA7208","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2014-11-19","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\SimpleSparseInternedCellName.java"
"PCA7209","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2014-11-19","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ConsistencyLevel.java"
"PCA7210"," ","Caleb","2014-11-18","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\context\CounterContext.java"
"PCA7211","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2014-11-18","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\CounterCell.java"
"PCA7212","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2014-11-18","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\CounterMutation.java"
"PCA7213","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2014-11-18","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\CounterMutationVerbHandler.java"
"PCA7214","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2014-11-18","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\CounterUpdateCell.java"
"PCA7215"," ","Alex","2014-11-18","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\DataRange.java"
"PCA7216","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2014-11-18","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\DecoratedKey.java"
"PCA7217","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2014-11-18","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\DefinitionsUpdateVerbHandler.java"
"PCA7218","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2014-11-18","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\DeletedCell.java"
"PCA7219","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2014-11-18","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\DeletionInfo.java"
"PCA7220"," ","Alex","2014-11-18","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\DeletionTime.java"
"PCA7221","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2014-11-18","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\Directories.java"
"PCA7222","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2014-11-17","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ExpiringCell.java"
"PCA7223","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2014-11-17","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\filter\ColumnCounter.java"
"PCA7224","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2014-11-17","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\filter\ColumnSlice.java"
