"USECASEID","PRIMARYACTOR","TITLE","DESCRIPTION"
"UC9679","Clinician or APP","ICE-Dectected Hazard","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UC9680","Clinician","Resume Operation After ICE-Dected Hazard"," "
"UC9681","Clinician","ICE-initiated Audible Alarm Inactivation","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UC9682","Patient","Resume Infusion","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UC9683","Clinician","Flush Pump","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UC9684","ICE app","Prime Pump","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UC9685","Clinician","normal Operation"," "
"UC9686","Clinician or APP","Patient-Requested Bolus","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UC9687","Clinician","Clinician-Requested Bolus","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UC9688","Clinician","ICE-Dectected Hazard","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UC9689","Patient","Resume Operation After ICE-Dected Hazard","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UC9690","Clinician","ICE-initiated Audible Alarm Inactivation"," "
"UC9691","ICE app","Resume Infusion","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UC9692","Clinician","Flush Pump","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UC9693","Clinician or APP","Prime Pump","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UC9694","Clinician","normal Operation","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UC9695","Clinician","Patient-Requested Bolus"," "
"UC9696","Patient","Clinician-Requested Bolus","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UC9697","Clinician","ICE-Dectected Hazard","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UC9698","ICE app","Resume Operation After ICE-Dected Hazard","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UC9699","Clinician","ICE-initiated Audible Alarm Inactivation","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UC9700","Clinician or APP","Resume Infusion"," "
"UC9701","Clinician","Flush Pump","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UC9702","Clinician","Prime Pump","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UC9703","Patient","normal Operation","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UC9704","Clinician","Patient-Requested Bolus","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UC9705","ICE app","Clinician-Requested Bolus"," "
"UC9706","Clinician","ICE-Dectected Hazard","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UC9707","Clinician or APP","Resume Operation After ICE-Dected Hazard","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UC9708","Clinician","ICE-initiated Audible Alarm Inactivation","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UC9709","Clinician","Resume Infusion","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UC9710","Patient","Flush Pump"," "
"UC9711","Clinician","Prime Pump","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UC9712","ICE app","normal Operation","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UC9713","Clinician","Patient-Requested Bolus","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UC9714","Clinician or APP","Clinician-Requested Bolus","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UC9715","Clinician","ICE-Dectected Hazard"," "
"UC9716","Clinician","Resume Operation After ICE-Dected Hazard","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UC9717","Patient","ICE-initiated Audible Alarm Inactivation","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UC9718","Clinician","Resume Infusion","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UC9719","ICE app","Flush Pump","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UC9720","Clinician","Prime Pump"," "
"UC9721","Clinician or APP","normal Operation","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UC9722","Clinician","Patient-Requested Bolus","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UC9723","Clinician","Clinician-Requested Bolus","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UC9724","Patient","ICE-Dectected Hazard","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UC9725","Clinician","Resume Operation After ICE-Dected Hazard"," "
"UC9726","ICE app","ICE-initiated Audible Alarm Inactivation","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UC9727","Clinician","Resume Infusion","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UC9728","Clinician or APP","Flush Pump","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UC9729","Clinician","Prime Pump","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UC9730","Clinician","normal Operation"," "
"UC9731","Patient","Patient-Requested Bolus","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UC9732","Clinician","Clinician-Requested Bolus","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UC9733","ICE app","ICE-Dectected Hazard","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UC9734","Clinician","Resume Operation After ICE-Dected Hazard","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UC9735","Clinician or APP","ICE-initiated Audible Alarm Inactivation"," "
"UC9736","Clinician","Resume Infusion","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UC9737","Clinician","Flush Pump","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UC9738","Patient","Prime Pump","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UC9739","Clinician","normal Operation","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UC9740","ICE app","Patient-Requested Bolus"," "
"UC9741","Clinician","Clinician-Requested Bolus","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UC9742","Clinician or APP","ICE-Dectected Hazard","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UC9743","Clinician","Resume Operation After ICE-Dected Hazard","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UC9744","Clinician","ICE-initiated Audible Alarm Inactivation","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UC9745","Patient","Resume Infusion"," "
"UC9746","Clinician","Flush Pump","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UC9747","ICE app","Prime Pump","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UC9748","Clinician","normal Operation","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UC9749","Clinician or APP","Patient-Requested Bolus","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UC9750","Clinician","Clinician-Requested Bolus"," "
"UC9751","Clinician","ICE-Dectected Hazard","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UC9752","Patient","Resume Operation After ICE-Dected Hazard","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UC9753","Clinician","ICE-initiated Audible Alarm Inactivation","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UC9754","ICE app","Resume Infusion","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UC9755","Clinician","Flush Pump"," "
"UC9756","Clinician or APP","Prime Pump","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UC9757","Clinician","normal Operation","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UC9758","Clinician","Patient-Requested Bolus","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UC9759","Patient","Clinician-Requested Bolus","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UC9760","Clinician","ICE-Dectected Hazard"," "
"UC9761","ICE app","Resume Operation After ICE-Dected Hazard","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UC9762","Clinician","ICE-initiated Audible Alarm Inactivation","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UC9763","Clinician or APP","Resume Infusion","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UC9764","Clinician","Flush Pump","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UC9765","Clinician","Prime Pump"," "
"UC9766","Patient","normal Operation","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UC9767","Clinician","Patient-Requested Bolus","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
